,0,1,2,3,4,5,6,7,8,9,10
12,31615307,2022-08-17 13:59:22,SELL,0.05,XAUUSD,1772.42,1771.75,0.30,3.00,0.30 pips,
13,31615252,2022-08-17 13:59:26,SELL,0.05,XAUUSD,1771.85,1771.78,0.00,0.00,0.00 pips,
14,31570318,2022-08-16 16:44:07,SELL,0.04,XAUUSD,1776.82,1776.09,0.26,2.64,0.26 pips,
15,31569850,2022-08-16 16:44:25,SELL,0.04,XAUUSD,1776.10,1775.90,0.05,0.52,0.05 pips,
16,31569714,2022-08-16 16:44:33,SELL,0.05,XAUUSD,1775.40,1775.70,-0.19,-1.86,-0.19 pips,
17,31496338,2022-08-15 14:33:16,SELL,0.02,XAUUSD,1775.36,1773.92,0.27,2.74,0.27 pips,
18,31490946,2022-08-15 13:09:40,SELL,0.04,XAUUSD,1779.89,1778.27,0.62,6.20,0.62 pips,
19,31433706,2022-08-12 15:01:45,BUY,0.06,XAUUSD,1785.55,1786.51,0.53,5.33,0.53 pips,1 ... 9 10 11 12 13 14
0,31433441,2022-08-12 14:57:15,BUY,0.04,XAUUSD,1785.79,1786.84,0.39,3.91,0.39 pips,
1,31432026,2022-08-12 15:11:28,BUY,0.03,XAUUSD,1787.11,1788.61,0.43,4.29,0.43 pips,
2,31431927,2022-08-12 15:11:28,BUY,0.06,XAUUSD,1788.32,1788.61,0.13,1.31,0.13 pips,
3,31431471,2022-08-12 14:10:00,BUY,0.06,XAUUSD,1787.71,1788.64,0.52,5.15,0.52 pips,
4,31431341,2022-08-12 14:10:07,BUY,0.03,XAUUSD,1787.87,1788.48,0.16,1.62,0.16 pips,
